,formula,target
50425,Ca2.85 Mn0.15 O8 P2,1
50426,Al9.83 Ce2 Mn7.17,1
50427,Sb1 Tl1,0
50428,Ca0.396 Fe1 Na0.604 O6 Si2,1
50429,Ge13 Ho3 Rh4,0
50430,C1 Hf0.5 Ta0.5,1
50431,La1 Pd3 S4,0
50432,Co2.61 Zn2.39,1
50433,K3 O17 Ti8,1
50434,Al8 Mn4 Tb1,1
50435,Ba1 Fe0.5 O2.736 Ti0.5,1
50436,La1 Na1 O8 S2,0
50437,Cu1 Nb1 Rb2 S4,0
50438,C1 Fe3 Zn1,0
50439,Ba1.6 Ca0.1 Cu3 La0.4 Nd0.9 O6.95,1
50440,Ba2 Cu3 O6.27 Y1,1
50441,Ag2 Ho1 In1,0
50442,Cl6 Pd1 S2,0
50443,Nb2 Ni4 O9,0
50444,Fe2 Sc0.9 Y0.1,1
50445,Li3.06 Mg1.94 O6 Ru1,1
50446,Fe0.037 Pd0.963,1
50447,Al20 Ti2 Yb1,0
50448,Ca0.96 Cr1 F5.925 Li1,1
50449,H1 Br1 O1 Rb2,0
50450,La1.98 O2.13 S0.84,1
50451,Ba0.1 Co1 Nd0.9 O3,1
50452,Cr1.2 Mo0.8 O6 Sr2,1
50453,B5.86 Pt12,1
50454,Al0.3 Fe1.7 Tb1,1
50455,Er1 Ga1 Ir1,0
50456,Ni1 Sc1 Si1,0
50457,Ir3 Sc1 Si7,0
50458,In0.8 Mn6 Sn5.2 Zr1,1
50459,C1 N2 O4 Pr2 Si1,0
50460,Fe6.32 Mn1 O38 Pb0.83 Ti13.68,1
50461,Ba1 O3 Sb0.1 Sn0.9,1
50462,Li1.886 Mn1 O2 S2 Sr2,1
50463,Ba0.5 Cu2 O8 Sr0.5 V2,1
50464,B6 Gd1 Ni12,0
50465,Cd0.6 Te1 Zn0.4,1
50466,Cd1 Ho1 In1,1
50467,Ga4 Nb5,0
50468,Cu2 Gd2 O9 Pb0.5 Sr2 Tl0.5,1
50469,H3 K2 O4.5 S1 W1,0
50470,Fe0.2 Ge2 Mn1.8 Nd1,1
50471,Ca0.95 Mn1 O3.087 Tb0.05,1
50472,Ni1 O3.93 Pr2,1
50473,Gd1 Ni4.976 Sn0.024,1
50474,O1.03 Sc1,0
50475,Ir1 Ti3,0
50476,Ba4 Ge15 In8,1
50477,Cu1 O12.62 Pb3 Sr5,1
50478,B3 O9 Sc1 Sr3,0
50479,Ba0.95 Cr0.05 La0.05 O3 Ti0.95,1
50480,Co4 Sb11.5 Sn0.5 Tl0.51,1
50481,Co1 Ni2 Ti1,1
50482,Br6 N3 P3,0
50483,Er5 Pb3,0
50484,Ga17 Ni15 Y5,0
50485,C16 H48 Hg4 N4 Te12,0
50486,Cr5 K1 Se8,1
50487,C1 Cl2 Eu2 N2,0
50488,Fe1 Na2 O4,0
50489,Cs3 O4 Sb1,0
50490,Ag3 Ba4 Ge20,0
50491,C0.65 Al0.495 W0.505,1
50492,Cl6 Cs2 Ir1,0
50493,Co2 K4 O5 Rb2,0
50494,Bi0.8 O7 Pr1.2 Ru2,1
50495,Co2 F7 K3,0
50496,Br0.3 I0.7 Li1,1
50497,Mo2 O8.6 Pr2,1
50498,Ge3 Lu5,0
50499,C6 H8 Fe1 N7 Na1 O2,1
50500,Al7 Fe2 Mg1 Pr1,0
50501,Bi1 Fe0.25 Mg0.375 O3 Ti0.375,1
50502,B1 Ge3 Nb5,0
50503,Cr0.15 Mn0.85 Sb1,1
50504,Ga1 In0.33 O5 Sn0.33 Zn2.33,1
50505,Dy1.2 Ho0.8 O3,1
50506,Ba1 Co2 Nd1 O5.85,1
50507,Fe1 O6 Sb2,0
50508,C10 Cl2 Mn2 O10 Sn1,0
50509,Cd1 Sn1 Yb1,0
50510,Ca0.49 O2.99 Pb0.51 Ti1,1
50511,Li1 O12 P3 Sn1 Zr1,1
50512,C0.47 H0.18 Ti1,1
50513,Cr0.17 Ir0.83,1
50514,B9 Be6 K3 O21,0
50515,Co1 Mn0.7 Si1 Ti0.3,1
50516,Mo1 O8 Pb5,0
50517,Fe3 Na7 O28 P8,1
50518,Mn1 Nb2 O8 Zn2,0
50519,K2 Mo4 O16 U1,0
50520,Na5 Np1 O6,0
50521,C1 Na3 Ni1 O7 P1,0
50522,Fe1 Mo1 O6 Sm0.1 Sr1.9,1
50523,Mo1 O4 Pb0.8 Sr0.2,1
50524,Fe4 Si9 Tb2,1
50525,Co7 Ho12,0
50526,Al2 Eu1 Se4,0
50527,Ag2 Mn2 Mo3 O12,1
50528,Co2 In0.5 Sc0.261 Ta0.239,1
50529,Ba1 Fe2 P2,0
50530,Fe1 La1 Sb2,0
50531,Fe1 Sb1,0
50532,Pd1 Sm1,0
50533,Co3 O24 P6 V4,1
50534,Ca2 Pb1,0
50535,Ce2 Fe15.02 Si1.98,1
50536,Ga0.2 Ge5.8 Mn6 Tb1,1
50537,Ho4 S7 U1,1
50538,B2 Hf9 W3,1
50539,Al0.0524 Co0.1494 Li0.9894 Ni0.8088 O2,1
50540,Ni1 V1 Zr1,1
50541,H2 K2 O5 Ru1,0
50542,H1 Mg2 O5 P1,0
50543,Pt1 Sb1 Y1,0
50544,Eu0.05 F1 La0.95 O1,1
50545,Al1.18 B1 Fe12.82 Y2,1
50546,I7 Nb3 Te1,0
50547,Na1.12 Si17,1
50548,B5 I1 O9 Pb2,0
50549,Ca0.26664 La0.500025 Mn1 Nd0.166675 O3 Sr0.06666,1
50550,B1 Co4 Gd0.5 Y0.5,1
50551,C52 H42 Br2 Cd2 N2 Ni22 O30,0
50552,Ir1 Mg3.82 Y9.18,1
50553,Bi0.1 Cu0.1 La0.6 Mn0.9 O3 Sr0.3,1
50554,Fe1 Mn2 Na2 O12 P3,1
50555,Bi4.2 Mn0.2 O15 Pb0.8 Ti3.8,1
50556,Al3 Dy2 Si2,0
50557,O3.53 Pr1.5 Y0.5,1
50558,Co7 W6,0
50559,Rh3 Si4,0
50560,Cr0.75 N1 V0.25,1
50561,Ca0.77 Cu2 Hg0.3 Nd0.23 O7 Pb0.7 Sr2,1
50562,Ge1 Nd1 Ru1,0
50563,Fe0.268 O3 Pb1 W0.132 Zr0.6,1
50564,N3 O9 Sm1,0
50565,Cl2 Ni1 O10 Sr2 Te4,0
50566,C7 Br4 O7 W2,0
50567,H5.5 F5 N1 O0.75 Zr1,0
50568,In0.97 O6 Re1.03 Sr2,1
50569,Cr0.75 Ni0.25 P1,1
50570,K1 Li2.7 Na1 O30 Si12 Zr2,1
50571,Al6.2 Fe5.8 Y1,1
50572,Al3.77 Fe4 Ni4 Ti4.23,1
50573,F0.5 Li0.5 Mo0.5 O2.5 Sr1,1
50574,Ga3 Ni1 Sm1,1
50575,Cr0.5 Li0.13 Mn1.5 O4,1
50576,H4 F13 P1 Sr2,0
50577,Ga2 Ni3 Pr1,1
50578,Ba2 Ge2 Te5,0
50579,C24 H76 I28 N4 P8,0
50580,Dy0.9 Fe27.5 Mo0.8 Nd2.1 Ti0.7,1
50581,B10 Er3 Ni19,0
50582,Cr2 Fe1 Se4,1
50583,K1 P1 S5 Ti1,0
50584,Ge13 Ir4 Tb3,0
50585,C17 H1.96 B1 F6.04 O18.96 Tc5,1
50586,Hf2 La2 O7,1
50587,Cr1 Nd0.95 O3 Sr0.05,1
50588,Fe12 La0.3 O19 Sr0.7,1
50589,Ca1 Lu2 S4,0
50590,H12 Cs1 Mn1 O10 P1,1
50591,Ba1 O4 P1 Rb1,0
50592,Ba1.04 Nb1 O3,0
50593,Ga2 Ge2 O8 Sr1,0
50594,Mg0.83 Y1 Zn1.17,1
50595,Bi3.8 Co8 O28.875 Sr11.4,1
50596,Ga2 Y1,0
50597,Ge2 Mn0.4 Nd1,1
50598,Ba7 Fe5 Ge2 O20,0
50599,F6 Sn1 Zn1,0
50600,  H1.88 Al0.079 Ca1.824 Fe2.709 K0.008 Mg2.395 Mn0.04 Na0.074 O24 Si7.911 Ti0.002,1
50601,Ga0.4 Ge5.6 Ho1 Mn6,1
50602,B6 Ca3 Rh8,0
50603,Er1 In1 Zn1,0
50604,As1.5 Cu24 Fe2.9 S32 Sb1.5 Sn3 V1.1,1
50605,La2 Li1 O6 Re1,0
50606,In1 Na3 P2,0
50607,Fe5.57 Nd0.6 Ti0.29,1
50608,In0.6 Li1.2 O4 V1,1
50609,Al0.22 Co1.78 Lu1,1
50610,F1 Nd1 Se1,0
50611,F2 O2 P1 Rb1,0
50612,Li1.23 Mn0.3 O4 Ti1.47,1
50613,Ce0.02 Co4 Sb11.81,1
50614,Be2 K4 O4,0
50615,Bi1 Fe0.85 Mn0.15 O3,1
50616,Ba1 Nd2 O4,0
50617,Ba12 In4 S19,1
50618,As2 Fe32.153 Ge33,1
50619,Ba1 Dy2 Mn1 O5,0
50620,Ni3 O6 Te1,0
50621,Al2 Ce0.2 Eu0.8,1
50622,As3 Gd1.25 Ni4 Zr0.75,0
50623,Al1 Mg4 Zn11,1
50624,Bi7 Br8 Rh1,0
50625,Bi0.99 Cu1 O1 Pb0.01 Se1,1
50626,Eu6 O11.41 U1,1
50627,Ca1 Mn3 O15 Si5 Zn1,0
50628,Co1 Li1.855 O7 P2,1
50629,N1 Pr0.55 Th0.45,1
50630,Ba14 Ge78,0
50631,Al0.08 B1 Fe0.385 Mg1.707 O5,1
50632,Mg0.8 Pt1 Sn1.2,1
50633,K1 Nb0.23 O3 Ta0.77,1
50634,Rh0.05 Zr0.95,1
50635,La5 N9 Si3,0
50636,Er3 Ge3 La2,1
50637,Ga1 Nb6 Sb1,1
50638,Gd0.35 La3 Li5.7 O12 Ta1.65,1
50639,Al1.2 Ho1 N5.8 O1.2 Si2.8 Sr1,1
50640,Ca9 Er1 O28 V7,1
50641,Ga2 Sm1,0
50642,Al0.44 Si1.56 Ta1,1
50643,Gd1 Mg0.81 Rh1.19,1
50644,C0.31 O0.69 Zr1,1
50645,Mo0.5 O3 Sr1 Zn0.5,1
50646,Fe1.061 Gd2 O7 Ta0.939,1
50647,Ba1 O10 Si3 Y2,0
50648,Ba1 Eu2 O5.5 Ta1,1
50649,C0.5 B0.5 Co5.5 Fe8.5 Nd2,1
50650,H10 As4 Ca5 O20,0
50651,F6 Ge1 K2,0
50652,H8 Co3 O12 P2,0
50653,Cu1 La0.78 O3.4 Sr1.22,1
50654,Ag0.25 Hf3 Li5 S8,1
50655,Ba2 Ge2 Mg1 O7,0
50656,Ce0.5 La0.05 O1.75 Sm0.45,1
50657,As1 K3,0
50658,Fe2 Hf0.5 Zr0.5,1
50659,La2 S5 Th1,0
50660,Pb3.58 Sb4.42 Se10,1
50661,C28 B12 Nd25,1
50662,K1 Li1 Se1,0
50663,Dy0.5 Mn1 O3 Yb0.5,1
50664,Mn0.5 O3 Sr1 Ti0.5,1
50665,Al2 K3 O12 P3,0
50666,H2 I3 K1 O1,0
50667,O8 P2 Sr1 Th0.91 U0.09,1
50668,Na3.294 O12 P1 Si2 Zr1.936,1
50669,Dy7 Ir16.77 P12,1
50670,Ba2 Cu3 O6.89 Y1,1
50671,Eu1 In4,0
50672,Bi2 Mn1 Ni1 O6,0
50673,Cu0.5 Ge1.2 Mn1 Nd1 Si0.3,1
50674,Ba3 Ge1 O1,0
50675,B1.5 O26 P5.5 Sr10,1
50676,Ca1 Mg3 N4 Si1,0
50677,C16 O15 Ru5,0
50678,Ho3 Os1,0
50679,O2.9 Pb0.998 Ti0.964,1
50680,Li1 O12 P3 Zr2,1
50681,Fe1.14 Ta1 Te3,1
50682,Bi0.33 Nb1 O3,1
50683,La1 O2.92 V1,1
50684,C2 H7 N1 O1 S1,0
50685,Ba2 Cu1 O6 U1,0
50686,Ga0.6 Mn6 Sn5.4 Zr1,1
50687,Ce2.001 Cu2.5 Ho0.999 O11.122 Pb0.5 Sr2,1
50688,Br1.25 Cl1 O2.75 Pb3.88,1
50689,H2.07 Ca1 F0.93 K1,1
50690,Ce1 Cr1 O1 Se2,0
50691,Ge1 I6 Li2 O18,1
50692,Al8 Cr5,1
50693,Rb3 Se12 Yb7,1
50694,Si1 U1,0
50695,Ag3 F14 Hf2,0
50696,H2 Li2 O5 S1,0
50697,Ba4 Cu1 In1 S6,1
50698,B34.94 Ni0.18 Zn1.21,1
50699,H2 B1 Na1 O7 Si2,0
50700,Cl3 Cs1 Tl0.89,1
50701,Br2 Ga6 Na8 O24 Si6,0
50702,Fe10 Ho1 Si2,1
50703,Cr0.5 K1 Nb0.5 O5 P1,1
50704,Ni2 Sn2 Th1,0
50705,B2 Ho1 Rh3,0
50706,In1 Pt1 Yb1,0
50707,Cr1 F6 K1 Ni1,1
50708,Ir1 La1 Mg1 O6 Sr1,1
50709,As1 Pt1 Y1,0
50710,Ca0.9 Mn1 O3.093 Tb0.1,1
50711,H4 La0.7 Ni1 O4 Ru1 Sr3.3,1
50712,La2 S5 Sn1,0
50713,Pt1 Sb1 Sm1,1
50714,  Al0.529 Cr1.368 Fe0.401 Mg0.6815 Mn0.0056 Ni0.0038 O4 Ti0.0042 V0.0035 Zn0.0015,1
50715,Bi3.48 Br5.04 Cu4.52 Se4.96,1
50716,Cl10 K4 O1 Ru2,0
50717,Mo4 O15 Sm0.1 Y1.9,1
50718,Ca0.5 Cu2 O6.3 Pb0.46 Sr2.46 Y0.5,1
50719,Mo38.76 Ni31.52 P16 S0.4,1
50720,Cr1 La1 O4 Sr1,1
50721,Al3.75 Dy3 Fe1 Mg0.25 Si2,1
50722,Co1.34 Mn1 Si0.66,1
50723,Al0.467 Co0.2 Er0.333,1
50724,Mg1.2 Ni1 Y3.8,1
50725,Mg26 Sm6 Zn60,0
50726,Au1 Ni2 Sn4,0
50727,I14 K2 W6,1
50728,Al3 Ce1 Cu0.96,1
50729,Al9.28 B3.32 Ca3.28 Fe0.54 Mg5.28 O40 Si6,1
50730,Cd1 Ni1,0
50731,K1 O5 Sb3,0
50732,Ho1.5 Li3.5 Mo4 O16,1
50733,Al1 K0.58 Na0.42 O8 Si3,1
50734,Bi1 Dy1 Rh1,0
50735,B6 Rh1 Sc2,0
50736,Ba2 Li3 Mo8 O32 Y3,1
50737,Al0.4 Ba2 Cu2 Gd2 O11 Ti1.6,1
50738,Gd6 In1.269 S12 Ti0.731,1
50739,H9 Ge7 O20 Rb3,1
50740,Cu0.054 Ni1.02 Sn1 Ti1,1
50741,La1.5 Mn1.25 Ni0.75 O6.67 Sr1.5,1
50742,Nb1 O5 U1,1
50743,C3 Th1 Y1,1
50744,Al1 Pu3,1
50745,Cu5 Dy1,0
50746,B1 Eu1 Ge1 O5,0
50747,C18 H3 N1 Ni1 O15 Ru5,0
50748,Sm5 Sn3,0
50749,H2 Mg1,0
50750,Al0.15 Mn1.85 Tb1,1
50751,Ni2 Sn1 Tm2,0
50752,Ga2 Ni1 Zr6,0
50753,Eu0.8 Gd0.2 P1 Pt1,1
50754,Au7 Cs1.6 Rb1.4,1
50755,Eu1 Na1 O12 P4,0
50756,C1 H6 F4 N3 Sb1,0
50757,Fe1 Si1 W1,1
50758,As1 Hf9 Re4,0
50759,B6 Er2 Os1,0
50760,Mg1.05 Mo3 Na3.9 O12,1
50761,Ba2 Ca2 Cu3 Hg1 O8.44,1
50762,Co0.75 Sb1 Sc1,1
50763,Li0.29 Ni1.01 O2,1
50764,Ni2 Y0.953,1
50765,Lu2 O6.42 V2,1
50766,Cu0.1 Fe0.9 La0.8 O3 Sr0.2,1
50767,Ge3 Ir1 Sr1,0
50768,In1.18 Ni2 Tm4.82,1
50769,Cu0.5 Li1 Mn1.5 O4,1
50770,Cs2 Ge4 Na2,0
50771,O3 Sr1 Ti0.1 Zr0.9,1
50772,Cs0.75 Er4.43 In3.32 S12,1
50773,S2 Tm1,0
50774,Ba8.04 Fe3.2 Lu2.12 O24 U2.68,1
50775,Re0.9 Si0.1,1
50776,Ga3 U1,0
50777,Cl17 P1 W6,0
50778,Pr3 Zn11,0
50779,Ni2 Sc1 Sn1,0
50780,C5.28 Fe0.88 K1.84 N5.28 Ni1,1
50781,B1 Ni4 Sm1,0
50782,Nb3 Ni1 Se6,0
50783,Co0.05 Pd0.9 Rh0.05,1
50784,C26 H20 Au1 N2 P1 S2,0
50785,Ba1.06 Ca0.6 Cu2 Hg0.7 O7.5 Sr1.34 Tl1.3,1
50786,B5 Lu2 Pd13.2,1
50787,Ba6 N6 O1 Re2,0
50788,Al0.1 La1 Ni0.9 O3.042,1
50789,Co0.5 Ni0.5 P1 S3,1
50790,As1 Ga1,0
50791,Cu1.55 Mn1 Si0.45,1
50792,Co0.2 Fe1.8 Si4,1
50793,Cd1 Cu2 Si1 Te4,0
50794,Eu0.004 O1 Zn0.996,1
50795,Al0.772 Fe4.892 Yb0.668,1
50796,H4 Li2 O12 S3,0
50797,H4 Cs3 O12 P1 S2,1
50798,Br1 Mo1 O4 Y1,0
50799,Ba3 Ca1 O9 Ti1 W1,1
50800,Br4 K2 Zn1,0
50801,Li1.968 Mg0.05 O3.002 Ti0.984,1
50802,B12 Co2 Na2 O21,0
50803,Ge1 Li1 Rh2,0
50804,Al1.309 Ca0.841 Fe2.851 O7,1
50805,Sb1 Te3 Y1,1
50806,Cu1.15 Ga0.79 Y1,1
50807,As1 Nd1 S1,0
50808,Al3 Tb0.8 Zr0.2,0
50809,Bi2.2 Nb1.9 O9 Sc0.1 Sr0.8,1
50810,Eu1 Ga3.26 Mg0.74,1
50811,Br0.5977 Cl0.4023 Na1,1
50812,Mo1 Na1 O2,0
50813,H12 B4 Na1 O13 Rb1,0
50814,Ca2 O9 Te2 U1,0
50815,B8 O15 Sn3,0
50816,Al10.234 Mg0.766 O17 Pb0.883,1
50817,Co7.8 Cr2.6 W2.6,1
50818,Mg1 Mo0.89 O4 W0.11,1
50819,C2 B2 Eu1,0
50820,Fe1 N0.076,1
50821,O0.8 Zn0.8,1
50822,C12 Gd8 Rh5,0
50823,B2 Mn1 O10 Zn5,1
50824,Cs3.31 Ga2 K2.25 Rb1.44 Sb5,1
50825,H24 Cs1 O20 Rh1 S2,0
50826,Mg1.03 Mn0.97 O4 Si1,1
50827,C1 Er2 Fe2 Si2,0
50828,Mn1 O14 Sr3 V4,0
50829,Li1 Mn1.59 Ni0.41 O4,1
50830,Cr4 Li1 O12 P3,1
50831,H4 Fe6.314 K1.875 Na1 O31 Si8 Ti2,1
50832,Br1.43 Cl2.57 K2 Pd1,1
50833,Pa1 Sb2,0
50834,O3 Ti1 Zn1,0
50835,Al13 Fe3,0
50836,Ba2 N6 Ni1 O12,0
50837,Al1.1 Ca0.1 K0.27 Na0.63 O8 Si2.9,1
50838,As1.43 Si0.57 Zr1,1
50839,Li2 Pb1 S4 Si1,0
50840,Ba1 Cu3 La1 O6.46 Sr1,1
50841,Cl0.75 Eu0.01 F0.25 O12 P3 Sr4.99,1
50842,Cu0.63 O5 V2,1
50843,Ca0.15 Cr1 Nd0.85 O4,1
50844,Cl2 Hg3 S2,1
50845,Ba3 Eu1 Ir1 O9 Ru1,1
50846,La0.2 O7 Ti2 Y1.8,1
50847,Ca0.4 Fe1.8 Mn0.8 O8 P2,1
50848,Cs11 O3,0
50849,Ca2 O26 Si6 Sm8,1
50850,Ge8 Mn2 Nb9,0
50851,Ho1 Mn1 Si1,0
50852,Ga1.2 Mn0.8 Tm1,1
50853,Ca0.4 Co1.6 O6 Si2,1
50854,Pd2 Si2 Sm1,0
50855,Ca1 Mn2 Sb2,0
50856,Al6 Na8.56 O30.24 S2 Si6,1
50857,Co2 Tb1,0
50858,Ag0.5 Cu3 Mo2.5 O12 V0.5,1
50859,C18 H59.6 N4 O32.8 V10,1
50860,Ba0.1 O4 Si1 Sr1.9,1
50861,B2 Ba1 Ir2,0
50862,H40 Al1 As1.92 F1 O32 U2,1
50863,C1 Al1 Gd3,0
50864,Ir7 La2,0
50865,C2 H6 N1 O9 S1 Yb1,0
50866,Ag1 Mo3 O16 P3,0
50867,Ca1 Li2 Sn1,0
50868,H1 Al1 Na2 O9 Si3,0
50869,Ba8 Ni3.7 Si41.4,1
50870,K1 Mo1 O5 Sb1,0
50871,Mn0.01 O1 Zn0.99,1
50872,Ca0.8 La0.06666 Nd0.06666 O3 Ti1,1
50873,Co6.8 Er2 Fe10.2,1
50874,Bi1 Cl6 Cs2 Na1,0
50875,Ba1 Fe10.8 In1.2 O19,1
50876,B4 In5 Ir9,0
50877,Ca0.75 Nb0.125 O7 Sm1 Ta0.375 Ti1.75,1
50878,Ba1 O3 Sn0.04 Ti0.96,1
50879,Ag1 As1 K1 S2,0
50880,Ag0.14 Ca1 Zn0.87,1
50881,Ce1 P2 Pd2,0
50882,H4 Br2 Cd1 O8,0
50883,Gd3 Ni8 Si1,1
50884,Co3 Y4,1
50885,Bi0.38 Ca8.2 Cu23.62 O41 Sr5.8,1
50886,Nd1 Rh4 Si1 Sn1,1
50887,Al0.93 Cu1.07 Mg1,1
50888,Fe1.75 In1 O4 Si0.25,1
50889,Pb1 S0.05 Se0.05 Te0.9,1
50890,Co1 Dy2 Si2,0
50891,Cs1 O4 P1 Pb1,0
50892,  H3.288 Al7.293 B3 Ca0.684 F0.712 Fe0.039 Li1.62 Mn0.048 Na0.238 O30.288 Pb0.013 Si6,1
50893,K2 Nd1 P2 S7,0
50894,Al1 Ca2 Fe0.3 Mn0.7 O5,1
50895,H3 Pd1 Zr2,0
50896,Li6 Na1 O8 Rb1 Si2,0
50897,Fe10 Re2 Tb1,1
50898,Eu1 Ge3 Mg3,0
50899,Ag1 As3 Rb2 Se6,0
50900,Ni0.5 O12 P3 Ti2,0
50901,F1 Na3 O9 Si3 Sn1,0
50902,Ni1 P1 Ta4,0
50903,Al0.33 Cr0.6 V0.07,1
50904,Br1.52 Cl2.48 K2 Pd1,1
50905,Ba2.889 Mn0.963 Nb1.926 O8.667,1
50906,Al3 Ge4 Pd12,1
50907,As1 B1 Ba3 O3,0
50908,Ge8 Lu4 Mn1,1
50909,Al1 Ni1 Tm1,1
50910,Ca5 N4 O16 Si7 Y2,1
50911,C9 O9 Os3 S2,0
50912,B1 Fe11.2 Mn2.8 Y2,1
50913,Nb0.6667 O7 Sm2 Y0.6667 Zr0.6667,1
50914,Nd1 O4 Pd2,0
50915,B5 K3 O10 Zn1,0
50916,Al0.5 Mo2 Se4,1
50917,As1 Ge0.46 In0.08 Zn0.46,1
50918,Li1.333 Mn0.667 O4 Ti1,1
50919,Bi3 Nb0.8 O6.8 Yb0.2,1
50920,Na0.799 O4 Ti2,1
50921,Ba2 Ca1.922 Cu3 O8.61 Tl1.078,1
50922,As1 Fe1,0
50923,La0.969 Mn0.93 O3,1
50924,Si1 Tm1,0
50925,C1 H1 K1 O2,0
50926,Cl12 O4 P2 Sb2,0
50927,O3 Pb1 Ta0.5 Yb0.5,1
50928,Ba1 Li1 P1,0
50929,H8 N2 O13 P4 Sn1,0
50930,Al9.86 Ba1 Fe2.14 O19,1
50931,Ba2 Cu2.77 Fe0.23 O7.13 Y1,1
50932,In4 O10 S32 Sn16,0
50933,Li0.25 Mg0.25 Nd0.75 O3 Ti0.75,1
50934,H5 As1 Ca1 O6,0
50935,C2 H4 Mn2 O12 P2,0
50936,B4 Li4 O24 Si8,0
50937,O3 Sr1 Ti0.825 Zr0.175,1
50938,O12 P3 Pb3 V1,1
50939,Bi4 Cl1 O8 Ti0.5 W0.5,1
50940,Ca8 Hg9 Zn9,1
50941,Ba3 Cr2 Mn4 O17 Sr3,1
50942,H10 Cl14 Mo6 N2 O1,0
50943,Ge2 In1 Yb2,0
50944,Mg3 Na1 O30 Rb1 Si12 Zn2,1
50945,Ca2 Pt3 Sn5,0
50946,Cu4 In20 Li4 S32,1
50947,Co4 Li8 Nd18 O39,1
50948,Co2 Dy1,1
50949,Ge0.45 Mn1.55,1
50950,Bi6.88 Cl3.36 S8.64,1
50951,Dy1 Rb1 Te3 Zn1,0
50952,Ba6 Nb4 O3 S13,0
50953,Bi4.56 Te8 Yb1.14,1
50954,  Al0.28 Ca2.912 Ce0.003 Fe1.336 Mg0.146 Mn0.019 Na0.025 Nd0.003 O12 Si2.337 Sr0.001 Ti0.889 Y0.01 Zr0.039,1
50955,Sb1.8 Sn0.2 Th1,1
50956,Al6 Ca2 Cl2 K2.6 Na3.06 O26 S0.5 Si6,1
50957,Ga1 S8 Ti1 V3,1
50958,Ca0.41 Cu2 Hg0.61 Nd0.59 O6.78 Sr2 V0.39,1
50959,As2 O4 Pb1,0
50960,Au2.17 Ge43.83 K6.34 Rb1.66,1
50961,Al1 F5 Yb1,1
50962,H5 B5 K2 O11,0
50963,Ga1 Ni3 Sb1,1
50964,Cr0.21 Fe0.62 Mo0.17,1
50965,C1 Co0.5 Nb2 S2,1
50966,Ba2 Cu3 Nd0.85 O7.02 Pr0.15,1
50967,Au1 Ga1 Sr1,1
50968,Al0.1 Fe0.1 Mn0.8 Na0.667 O2,1
50969,Ag1 Sb1 Te2,1
50970,Al3 Au0.4 Cu0.6 La1,1
50971,Ho1 Zn5,0
50972,C2 Ca1 Mg1 O6,1
50973,Cr8 Ga29.8 Zn11.2,1
50974,Al2 Fe0.046 Mg0.954 O4,1
50975,B1 Co4 Nd0.2 Y0.8,1
50976,Bi1 Cl1 Cu3 O8 Te2,0
50977,Er1 O14 P5,0
50978,Ba5 Mn4 O21 Sm8,0
50979,Co0.42 Er5 Ga2.58,1
50980,Ag1.7 Sb0.3,1
50981,Ca2 Mn1 Ni1 O8 Pr2,1
50982,Gd2 O4 Sr1,0
50983,Co7 Nb6,0
50984,Na5 O4 Tl1,0
50985,Mn0.383 Re0.617,1
50986,Ca1 Cs2 F4,0
50987,Au1 Eu3,0
50988,Dy8 O0.39 S13.61 Sn1,1
50989,Mg1.78 Ni1 Sn0.22,1
50990,Au0.294 Mn0.02 Te0.686,1
50991,Nd0.66 O3 Ti1,1
50992,Ba1.114 Mo8 O16,1
50993,Al4.25 Fe0.72 K0.86 Mg1.67 Na0.14 O30 Si10.36,1
50994,H6 Mo5.5 N1 O18,1
50995,Ca1 Cu0.9 Zn0.1,1
50996,Gd0.02 O1 Zn0.98,1
50997,F6 Li1 Ta1,0
50998,Hf0.97 O2 Si0.03,1
50999,Ba2.3 Bi2 Cu2 La0.7 O8,1
51000,Ba1.9 Eu0.1 Mg1 O7 Si2,1
51001,Fe0.36 Mo2.64 Sb7,1
51002,Ca9 O28 Tb1 V7,1
51003,Li2.24 Si1,1
51004,In22.7 Pt12.3 Sm6,1
51005,Dy3 In1 S6,0
51006,Ba2 Cu1 Hg0.936 O4.07,1
51007,F7 Ni1 Rb3,0
51008,Er1 Fe10.4 V1.6,1
51009,H1.24 Ca10 O25.92 P6 Zn0.3,1
51010,Mn1 Na6 O18 Si6 Ti1,1
51011,H3 Na1 Ni1,0
51012,Ca2 Cd1 Pt2,0
51013,Ba1 O3 Tb0.979,1
51014,Cs9 In0.68 O4 Sc0.32,1
51015,Hg2.476 I3.2 Te0.8,1
51016,H2 Ga1 O6 P2 Rb1,0
51017,Ni3 S2 Tl2,0
51018,Se0.2 Te0.8 Tm1,1
51019,Ba16 Ce32 O192 Ti64,0
51020,Fe0.224 S1 Zn0.776,1
51021,O17 P6 Sr2,0
51022,Co2 O5.71 Sr3,1
51023,In0.5 Li0.5 Mo3 Se3,1
51024,Nb2 Pd0.691 Se5,1
51025,B2 Nb0.848,1
51026,Al0.89 Li0.11,1
51027,Ce5 Cu19 P12,1
51028,B4 O7 Rb2,0
51029,Bi1.5 Nb2.5 O12 Ru0.5 Sr2.5,1
51030,Ca1 O8 P2 U1,1
51031,Cl16 K7.01 Sb3,1
51032,Cu1 Ni1 Si2 U1,1
51033,Cr8 O16 Rb2,0
51034,C2 H10 B10 I2,0
51035,Ba8 Ge42.3 Pd3.7,1
51036,C6 Cr17 Re6,1
